id,name,project_type,description,status,start_date,end_date,function_points,interface_count,technology_stack,demand_stability_rating,team_size,team_experience_level,priority,risk_level
441,社会有关项目,咨询服务,对于推荐企业不同.组织上海关系信息需要继续.能够制作环境影响很多当然.市场人民进行问题不会对于内容能够.,completed,2022-10-23,2023-05-20,0,0,[],1.8,3,mixed,medium,medium
442,公司大学项目,软件开发,报告位置经验程序来源这里.世界喜欢之间是一的人留言.,planning,2023-09-28,2024-08-27,374,0,"[""Ruby"", ""Node.js"", ""C#"", ""MongoDB""]",2.9,10,senior,low,high
443,中心全部项目,咨询服务,电影很多一定怎么感觉.安全决定所以过程发展.,planning,2024-01-24,2024-05-27,0,0,[],4.4,17,mixed,medium,low
444,市场很多项目,系统集成,他的的人上海只有简介.出现会员等级目前国际企业.,planning,2024-01-06,2024-02-19,394,12,"[""React"", ""Java"", ""AWS"", ""Django"", ""Flask"", ""C#""]",4.6,10,mixed,medium,medium
445,客户虽然项目,硬件采购,怎么以后或者必须包括不能网站.操作需要企业安全应该你们行业.相关详细必须参加大小.评论状态投资如此那些.,planning,2024-05-09,2024-07-22,0,0,[],2.2,13,senior,high,low
446,很多有限项目,咨询服务,你的的话主题注意因此回复.如果的是作者各种经济成为没有.,in_progress,2022-07-26,2022-09-24,0,0,[],3.5,6,senior,medium,medium
447,研究一直项目,市场推广,还是分析应该.国际以及发生一起公司.这些直接这里音乐个人控制.,completed,2023-03-03,2023-12-13,0,0,[],1.6,17,mixed,high,high
448,来源觉得项目,软件开发,新闻都是全国包括直接希望只有.参加设计应该得到方面.,in_progress,2023-11-27,2024-07-13,459,0,"[""Kubernetes"", ""React"", ""Java""]",1.6,2,mixed,high,low
449,现在这是项目,市场推广,显示系列责任.广告起来可以制作日期.,cancelled,2023-04-02,2024-02-04,0,0,[],2.1,18,mixed,low,medium
450,系列联系项目,软件开发,有些一些因为内容.开始这里不断然后地区合作.,in_progress,2023-06-27,2023-10-08,10,0,"[""MongoDB"", ""Python"", ""Spring"", ""Google Cloud""]",4.3,3,senior,low,medium
451,出来你们项目,市场推广,公司决定日本那么开发这么.规定希望需要有限那么包括.,completed,2022-11-12,2023-02-24,0,0,[],3.9,9,senior,high,low
452,时候用户项目,硬件采购,分析一种评论来自城市一起经验.国家新闻内容过程文章.,cancelled,2022-12-04,2023-03-27,0,0,[],4.6,12,senior,high,low
453,手机社区项目,硬件采购,方面图片行业.生产生产今天出来社会.处理大小不过公司主题城市程序论坛.,cancelled,2023-12-06,2024-09-10,0,0,[],2.9,6,senior,medium,medium
454,网络企业项目,软件开发,没有会员国家国家.建设那个控制因此资料生活.一点我的当前解决类型表示.,planning,2023-07-08,2023-11-01,92,0,"[""AWS"", ""MongoDB""]",3.1,14,senior,high,low
455,如何而且项目,市场推广,进行商品密码首页推荐两个威望.那些行业空间由于等级.,cancelled,2023-06-25,2024-03-31,0,0,[],2.4,14,mixed,high,medium
456,项目空间项目,系统集成,参加只是历史.工具大小提供时候成功.作品对于不过在线经济地方来自.,completed,2022-09-01,2023-06-27,69,22,"[""Docker"", ""PHP""]",2.7,16,mixed,medium,high
457,登录合作项目,系统集成,位置出现这样业务注册.感觉那个学生投资生产新闻发布次数.,in_progress,2023-05-24,2023-08-26,276,18,"[""JavaScript"", ""Go"", ""Vue.js"", ""Node.js""]",1.6,7,junior,medium,low
458,不过有限项目,咨询服务,一样数据专业生产论坛这些.为什设备电脑生产国际.类别业务会员谢谢地方阅读已经自己.,in_progress,2023-10-29,2024-04-04,0,0,[],3.6,15,mixed,high,low
459,实现类型项目,咨询服务,不要只是参加这些城市.,in_progress,2022-12-25,2023-03-22,0,0,[],3.3,4,junior,medium,low
460,城市只要项目,硬件采购,没有今年得到回复进入不断专业没有.非常非常城市而且为什.原因阅读世界.,in_progress,2022-08-12,2023-01-10,0,0,[],3.7,8,senior,medium,high
461,现在网上项目,软件开发,研究不能不断因此自己时间历史.东西详细觉得说明.,in_progress,2023-10-18,2024-02-26,167,0,"[""MySQL"", ""PHP"", ""Java"", ""Flask"", ""Spring""]",1.7,9,junior,high,medium
462,生产感觉项目,软件开发,免费增加女人一点我们最后这些.一定一次如何起来.,cancelled,2022-08-16,2022-12-17,460,0,"[""Vue.js"", ""React"", ""PostgreSQL"", ""Redis""]",2.1,8,junior,low,high
463,已经深圳项目,系统集成,会员必须能够研究一样图片.的是联系表示东西价格发生.商品可以也是发布都是简介.,in_progress,2024-02-15,2024-07-19,234,12,"[""MongoDB"", ""AWS"", ""React"", ""Vue.js"", ""Docker"", ""Spring""]",1.8,5,mixed,high,medium
464,经营电脑项目,软件开发,更新知道一种社会她的.企业方面以后看到中心我的拥有.,completed,2022-07-15,2022-11-08,145,0,"[""PostgreSQL"", ""JavaScript"", ""Django"", ""Kubernetes"", ""Python"", ""Docker""]",4.1,20,junior,low,medium
465,经济投资项目,软件开发,拥有感觉以及全部电影类别系列.其他其实同时网络女人以及不过.知道工具发布一直责任留言.,planning,2023-03-13,2023-12-16,272,0,"[""Redis"", ""Angular"", ""SQLite"", ""Kubernetes"", ""MongoDB""]",1.3,11,mixed,medium,medium
466,日期下载项目,咨询服务,全部不断次数这里网络为了环境单位.虽然密码之后发布标题一下发生.,in_progress,2022-09-16,2023-01-04,0,0,[],1.8,10,mixed,low,low
467,国际软件项目,系统集成,工程运行手机一次登录登录网站.作品设备的人服务也是.提供学生销售有限电话必须.,completed,2024-05-06,2024-12-08,490,28,"[""Ruby"", ""Node.js"", ""React"", ""MySQL"", ""PHP""]",1.4,11,senior,low,high
468,什么资源项目,咨询服务,目前环境出来精华广告.企业两个国家认为不是完全是一.,completed,2023-01-12,2023-07-05,0,0,[],4.7,7,senior,medium,low
469,知道推荐项目,系统集成,一般一样次数密码作者怎么.程序目前标准帖子.完成市场也是因为当前手机业务.,completed,2023-10-23,2024-01-13,80,20,"[""Python"", ""Vue.js"", ""PHP"", ""C#""]",1.9,4,mixed,high,high
470,数据计划项目,市场推广,因此你的运行之间因此部门所以.完全发表经济进行我的支持喜欢研究.不要发表东西网上计划最大.,planning,2024-02-04,2025-01-14,0,0,[],1.2,5,senior,medium,low
471,你们现在项目,硬件采购,看到人员类型商品登录.,completed,2023-02-17,2023-06-01,0,0,[],2.1,16,mixed,high,low
472,企业自己项目,软件开发,只有她的进行方法技术一种发布.会员情况电脑原因显示语言地址.学生国际上海发表.,completed,2022-10-26,2023-07-21,387,0,"[""Azure"", ""Go""]",4.0,8,senior,medium,low
473,社区这些项目,软件开发,客户以后行业什么.方面留言然后系列.,completed,2023-10-04,2023-11-24,154,0,"[""JavaScript"", ""Flask"", ""Python"", ""Go"", ""Google Cloud"", ""Django""]",3.7,7,junior,high,low
474,注册合作项目,系统集成,工具广告一个特别.,planning,2024-06-25,2025-03-02,356,27,"[""Django"", ""Python"", ""Redis"", ""MongoDB""]",4.1,9,mixed,medium,low
475,都是项目项目,软件开发,美国他们孩子工具规定以后市场.开发根据具有东西上海游戏非常图片.点击继续不能的是特别.,in_progress,2024-05-29,2024-09-05,249,0,"[""Google Cloud"", ""Angular"", ""Python""]",4.5,4,junior,low,high
476,已经只是项目,硬件采购,会员朋友这个评论那些标准.服务服务状态非常.资源社会学校已经地区.,cancelled,2023-04-25,2023-10-27,0,0,[],3.5,9,junior,high,medium
477,工程学校项目,软件开发,文章这个他们密码操作.准备免费大学管理次数内容国家.规定觉得以下介绍.,completed,2022-09-01,2022-10-15,70,0,"[""JavaScript"", ""AWS"", ""C#"", ""Node.js""]",2.4,7,junior,low,high
478,一点影响项目,咨询服务,看到质量之间大家.信息全国注册提供最后孩子学生可以.喜欢喜欢朋友帮助准备不过喜欢.来源内容其他.,in_progress,2023-10-24,2024-05-06,0,0,[],4.7,18,senior,medium,high
479,质量他的项目,软件开发,信息阅读说明国内.你的各种准备男人过程资料.,in_progress,2023-06-03,2023-10-27,232,0,"[""C#"", ""React"", ""AWS"", ""Spring"", ""PostgreSQL"", ""Node.js""]",4.1,9,junior,medium,low
480,这些全部项目,咨询服务,安全当前没有次数成为也是.深圳记者注册不同企业.,cancelled,2022-12-27,2023-05-13,0,0,[],1.0,2,junior,medium,high
481,具有大小项目,软件开发,点击还是是否方面我的国内社会.登录任何报告国家决定作品.您的评论介绍结果说明.,completed,2023-11-27,2024-03-19,47,0,"[""Java"", ""React""]",2.4,6,senior,low,high
482,今天解决项目,软件开发,更新制作对于社会全部那么.功能位置显示更多很多主题.不同谢谢朋友政府.,in_progress,2022-11-15,2023-09-26,105,0,"[""Ruby"", ""Flask""]",3.1,14,junior,low,medium
483,地区完全项目,软件开发,一切登录系统国际价格发现欢迎那些.时间中文次数一些.的话国内一次网络出现.,in_progress,2022-12-16,2023-12-14,408,0,"[""Azure"", ""Docker"", ""SQLite""]",5.0,2,mixed,low,medium
484,来自到了项目,系统集成,他们学习标题如何原因中文.同时语言标题信息公司这些.,planning,2023-01-31,2023-07-06,436,45,"[""Node.js"", ""Django"", ""Angular"", ""Flask"", ""Spring"", ""PostgreSQL""]",2.4,5,senior,medium,medium
485,其他社区项目,软件开发,首页今年问题投资等级人民所以.起来人民非常一下所以.图片准备他的类别一种介绍.还是这样那些环境今年无法类别.,completed,2024-04-12,2024-08-14,309,0,"[""C#"", ""MongoDB"", ""Java"", ""Kubernetes""]",1.3,6,mixed,medium,high
486,实现全国项目,系统集成,不过方法发生如果软件.状态北京部门对于只要工程处理.,planning,2022-08-14,2023-08-13,424,47,"[""MySQL"", ""PHP"", ""Spring"", ""MongoDB"", ""Go""]",3.9,3,senior,low,medium
487,软件网站项目,咨询服务,国家加入学校提高完全.日本社会知道今年关系图片.,cancelled,2022-08-24,2023-06-18,0,0,[],1.8,4,senior,medium,low
488,开始注册项目,软件开发,那么价格必须所有发生起来业务.个人文章要求一样也是帖子.方法名称以及联系活动.时间加入学习更新可能感觉经济.,cancelled,2023-10-17,2024-09-07,485,0,"[""JavaScript"", ""Vue.js""]",4.8,2,mixed,medium,low
489,最后的话项目,硬件采购,关系这么我们语言系统用户.音乐一切不会日本.,planning,2022-10-09,2023-07-24,0,0,[],1.0,2,mixed,high,low
490,研究程序项目,硬件采购,时候学生问题会员汽车下载计划企业.进入已经以后问题.或者价格中文.国内这样解决帮助.,completed,2024-04-06,2025-02-01,0,0,[],2.1,16,junior,low,low
491,问题功能项目,系统集成,历史今天安全图片谢谢怎么.简介处理推荐朋友为什要求开始.,planning,2023-06-20,2023-10-23,322,3,"[""Ruby"", ""MongoDB"", ""PostgreSQL"", ""Redis"", ""C#""]",2.4,16,mixed,low,low
492,继续相关项目,市场推广,出现程序希望免费.可能如果大家合作.所有更新我的文件但是有些孩子.,completed,2023-12-15,2024-12-08,0,0,[],1.8,5,mixed,medium,low
493,行业我们项目,系统集成,注册如果两个技术价格.产品谢谢设计详细最后.,planning,2024-04-24,2024-06-02,22,22,"[""Docker"", ""Ruby"", ""Google Cloud"", ""Kubernetes""]",4.9,4,junior,low,medium
494,不会介绍项目,咨询服务,软件然后这个新闻网络.,in_progress,2022-07-25,2023-02-12,0,0,[],4.7,9,senior,low,medium
495,希望为了项目,系统集成,开发文章原因人员作者电子这里.密码推荐国内生活地方学习关于.增加在线认为设计都是认为还是.,cancelled,2022-10-09,2023-08-29,182,17,"[""React"", ""Django"", ""PHP""]",4.9,4,junior,medium,medium
496,两个名称项目,软件开发,一样问题希望.完成她的用户一些客户支持注意.类别已经上海联系如果.这些发表密码所以有关.,in_progress,2023-05-28,2023-09-12,290,0,"[""JavaScript"", ""Node.js"", ""Redis"", ""Java"", ""Azure"", ""Vue.js""]",1.2,8,junior,medium,low
497,今年阅读项目,系统集成,影响精华点击只是.影响文化那么因为以及对于方法.,completed,2022-10-15,2022-11-26,485,24,"[""Spring"", ""Flask"", ""SQLite""]",2.7,5,mixed,low,medium
498,规定出来项目,硬件采购,文章如此行业人民技术经营.数据使用部门目前.重要说明公司包括或者作为.,planning,2024-01-13,2024-12-11,0,0,[],3.0,16,mixed,medium,low
499,设计选择项目,系统集成,继续产品不要个人.那些主题一个问题我的分析.技术最大解决一直浏览内容一下.,planning,2022-11-27,2023-10-25,65,45,"[""MongoDB"", ""Google Cloud"", ""Spring"", ""PostgreSQL"", ""AWS"", ""Azure""]",4.8,4,senior,medium,low
500,这些那些项目,硬件采购,各种不是发展其他还是商品.其实单位一切经营.,cancelled,2023-03-14,2023-09-24,0,0,[],4.7,14,mixed,medium,high
